0;0;0;2;153;236;20;0;0;0;0;0;0;0;0.00;0.00;13991
0;0;0;2;104;125;20;6;0;0;0;0;0;1;0.00;0.00;14355
0;0;0;2;98;118;20;4;0;0;0;0;0;1;0.00;0.00;14240
0;0;0;2;98;118;20;5;0;0;0;0;0;1;0.00;0.00;14311
0;0;0;2;98;118;20;4;0;0;0;0;0;1;0.00;0.00;14253
0;0;0;2;98;118;20;5;0;0;0;0;0;1;0.00;0.00;14342
0;598;0;2;98;118;22;5;0;0;0;419;59;6;inf;0.00;14266
0;598;0;2;98;118;22;5;0;0;0;419;59;6;inf;0.00;14342
0;598;0;2;98;118;22;5;0;0;0;419;59;6;inf;0.00;14342
0;598;0;2;84;104;22;6;0;0;0;419;59;6;inf;0.00;14431
0;600;0;2;91;111;22;3;0;0;0;360;0;1;inf;0.00;14297
0;600;0;2;98;118;22;4;0;0;0;360;0;1;inf;0.00;14400
0;600;0;2;98;118;22;5;0;0;0;360;0;1;inf;0.00;14328
0;600;0;2;98;118;22;5;0;0;0;360;0;1;inf;0.00;14400
0;600;0;2;98;118;22;5;0;0;0;360;0;1;inf;0.00;14342
0;600;0;2;98;118;22;6;0;0;0;360;0;1;inf;0.00;14413
0;600;0;2;98;118;22;5;0;0;0;360;0;1;inf;0.00;14342
0;600;0;2;186;206;22;0;0;0;0;360;0;1;inf;0.00;14106
0;629;0;2;118;88;22;6;0;0;0;377;0;1;inf;0.00;14444
0;629;0;2;107;68;22;4;0;0;0;377;0;1;inf;0.00;14328
0;629;0;2;107;58;22;3;0;0;0;377;0;1;inf;0.00;14297
0;629;0;2;107;48;22;5;0;0;0;377;0;1;inf;0.00;14400
0;629;0;2;98;42;22;4;0;0;0;377;0;1;inf;0.00;14311
0;600;0;2;98;42;22;5;0;0;0;109;0;1;inf;0.00;14342
0;600;0;2;98;42;22;6;0;0;0;109;0;1;inf;0.00;14342
0;600;0;2;98;42;22;6;0;0;0;109;0;1;inf;0.00;14444
0;600;0;2;98;42;22;5;0;0;0;109;0;1;inf;0.00;14400
0;600;0;2;98;42;22;6;0;0;0;109;0;1;inf;0.00;14444
0;600;0;2;98;42;22;6;0;0;0;109;0;1;inf;0.00;14413
0;655;0;2;98;42;22;5;0;0;0;109;0;1;inf;0.00;14386
0;655;0;2;98;42;22;5;0;0;0;109;0;1;inf;0.00;14355
0;655;0;2;98;42;22;3;0;0;0;109;0;1;inf;0.00;14164
0;655;0;2;98;42;22;5;0;0;0;109;0;1;inf;0.00;14328
0;655;0;2;98;42;22;6;0;0;0;109;0;1;inf;0.00;14431
3;709;0;2;98;42;23;5;0;0;0;327;0;1;inf;0.00;14266
3;709;0;2;98;42;23;3;0;0;0;327;0;1;inf;0.00;14284
3;709;0;2;98;42;23;5;0;0;0;327;0;1;inf;0.00;14342
3;709;0;2;98;42;23;3;0;0;0;327;0;1;inf;0.00;14284
3;709;0;2;98;42;23;4;0;0;0;327;0;1;inf;0.00;14328
3;709;0;2;98;42;23;3;0;0;0;327;0;1;inf;0.00;14208
3;600;0;2;98;42;22;3;0;0;0;327;0;1;inf;0.00;14266
3;600;0;2;98;42;22;4;0;0;0;327;0;1;inf;0.00;14386
3;600;0;2;98;42;22;4;0;0;0;327;0;1;inf;0.00;14284
3;600;0;2;98;42;22;3;0;0;0;327;0;1;inf;0.00;14297
3;600;0;2;98;42;22;3;0;0;0;327;0;1;inf;0.00;14328
3;600;0;2;98;42;22;4;0;0;0;272;0;1;inf;0.00;14311
3;600;0;2;98;41;22;4;0;0;0;272;0;1;inf;0.00;14342
3;600;0;2;98;41;22;5;0;0;0;272;0;1;inf;0.00;14342
3;600;0;2;98;41;22;5;0;0;0;272;0;1;inf;0.00;14386
3;600;0;2;98;41;22;6;0;0;0;272;0;1;inf;0.00;14373
3;600;0;2;98;41;22;4;0;0;0;272;0;1;inf;0.00;14328
1;600;0;2;98;41;22;3;0;0;0;109;0;1;inf;0.00;14328
1;600;0;2;98;41;22;4;0;0;0;109;0;1;inf;0.00;14311
